titles,videoIds,publishedAt,video_urls
"SENATE PROCEEDINGS, 19TH SEPT 2018",33gCVnUAqls,2018-09-19T11:13:55Z,https://www.youtube.com/watch?v=33gCVnUAqls
"SENATE PROCEEDINGS, 18TH SEPT 2018",9Jk3bVdEM3c,2018-09-18T11:12:03Z,https://www.youtube.com/watch?v=9Jk3bVdEM3c
"SENATE PROCEEDINGS,13TH SEPTEMBER 2018",JkZQcxEb9F0,2018-09-13T10:55:04Z,https://www.youtube.com/watch?v=JkZQcxEb9F0
"SENATE PROCEEDINGS, 11TH SEP 2018",J4I5jQP9Uos,2018-09-11T21:48:06Z,https://www.youtube.com/watch?v=J4I5jQP9Uos
"SENATE PROCEEDINGS, 9TH, AUG, 2018",S9_60FYJTqc,2018-08-09T17:56:14Z,https://www.youtube.com/watch?v=S9_60FYJTqc
"SENATE PROCEEDINGS, 8TH, AUG, 2018",2MXZE8Hwqyc,2018-08-08T15:58:30Z,https://www.youtube.com/watch?v=2MXZE8Hwqyc
"SENATE PROCEEDINGS 7TH, AUG, 2018",Ll0cgQ683Bo,2018-08-07T22:04:37Z,https://www.youtube.com/watch?v=Ll0cgQ683Bo
"SENATE PROCEEDINGS, 02ND AUGUST 2018",IgvpUQNvH9U,2018-08-02T16:11:29Z,https://www.youtube.com/watch?v=IgvpUQNvH9U
"SENATE PROCEEDINGS, 01ST AUGUST 2018",okR-KfLzOgw,2018-08-01T15:09:47Z,https://www.youtube.com/watch?v=okR-KfLzOgw
"SENATE PROCEEDINGS, 1ST AUGUST 2018",HGSy3eUdcxU,2018-08-01T14:56:26Z,https://www.youtube.com/watch?v=HGSy3eUdcxU
"SENATE PROCEEDINGS, 31ST JULY 2018",KCpXQg_UH74,2018-07-31T15:59:56Z,https://www.youtube.com/watch?v=KCpXQg_UH74
"SENATE PROCEEDINGS, 26TH JULY 2018",x1h01XZqDck,2018-07-26T16:32:39Z,https://www.youtube.com/watch?v=x1h01XZqDck
"SENATE PROCEEDINGS,25th JULY 2018 2",UiHokwihm1E,2018-07-25T16:13:50Z,https://www.youtube.com/watch?v=UiHokwihm1E
"SENATE ASSEMBLY PROCEEDINGS, 25TH JULY 2018",RAZcBBUoz54,2018-07-25T14:07:21Z,https://www.youtube.com/watch?v=RAZcBBUoz54
"SENATE ASSEMBLY PROCEEDINGS, 25TH JULY 2018",-D7dxocnSIM,2018-07-25T11:58:24Z,https://www.youtube.com/watch?v=-D7dxocnSIM
"SENATE PROCEEDINGS,24th JULY 2018",IUuBGECm2Y0,2018-07-24T16:25:20Z,https://www.youtube.com/watch?v=IUuBGECm2Y0
"SENATE PROCEEDINGS, 19TH JULY 2018",5YPY0By3Eb0,2018-07-19T22:08:59Z,https://www.youtube.com/watch?v=5YPY0By3Eb0
"SENATE PROCEEDINGS, 18TH JULY 2018",wp0iXrpzLkI,2018-07-18T15:35:14Z,https://www.youtube.com/watch?v=wp0iXrpzLkI
SENATE PROCEEDINGS 17TH JULY 2018,tw9PQUt4zUo,2018-07-17T16:25:12Z,https://www.youtube.com/watch?v=tw9PQUt4zUo
SENATE PROCEEDINGS 12TH JULY 2018,DppEE67YR3c,2018-07-12T15:48:43Z,https://www.youtube.com/watch?v=DppEE67YR3c
"SENATE PROCEEDINGS,11th JULY 2018",luSCJzBGn6k,2018-07-11T16:22:06Z,https://www.youtube.com/watch?v=luSCJzBGn6k
"SENATE PROCEEDINGS,10th JULY 2018",R4r8riCxkOI,2018-07-10T16:27:21Z,https://www.youtube.com/watch?v=R4r8riCxkOI
"SENATE PROCEEDINGS, 5TH JULY 2018",w7QRbVLq06I,2018-07-05T16:20:46Z,https://www.youtube.com/watch?v=w7QRbVLq06I
"SENATE PROCEEDINGS, 4TH JULY 2018",TgOOQ9rddF0,2018-07-04T18:02:54Z,https://www.youtube.com/watch?v=TgOOQ9rddF0
PARLIAMENT OF KENYA- SENATE LIVE PROCEEDINGS,605VdizyHfQ,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=605VdizyHfQ
PARLIAMENT OF KENYA-SENATE LIVE PROCEEDINGS,bC9RZxOepfU,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=bC9RZxOepfU
PARLIAMENT OF KENYA-SENATE LIVE PROCEEDINGS,S6u_pbvvTgU,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=S6u_pbvvTgU
PARLIAMENT OF KENYA-SENATE LIVE PROCEEDINGS,A-f5cb39riU,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=A-f5cb39riU
PARLIAMENT OF KENYA-SENATE LIVE PROCEEDINGS,jYWkN43-BjI,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=jYWkN43-BjI
PARLIAMENT OF KENYA-SENATE LIVE PROCEEDINGS,xSs2Zrqc7gY,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=xSs2Zrqc7gY
PARLIAMENT OF KENYA-SENATE LIVE PROCEEDINGS,hyjAYkE9TNg,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=hyjAYkE9TNg
PARLIAMENT OF KENYA-SENATE LIVE PROCEEDINGS,iiV4TtAo-mM,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=iiV4TtAo-mM
PARLIAMENT  OF KENYA-SENATE LIVE PROCEEDINGS,p1fGxA7f_GA,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=p1fGxA7f_GA
PARLIAMENT OF KENYA -SENATE LIVE PROCEEDINGS,NDLhwyzn2c8,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=NDLhwyzn2c8
PARLIAMENT OF KENYA-SENATE LIVE PROCEEDINGS,H-z6vknznpI,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=H-z6vknznpI
PARLIAMENT OF KENYA-SENATE LIVE PROCEEDINGS,bqCEN1ED2tQ,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=bqCEN1ED2tQ
PARLIAMENT OF KENYA-SENATE LIVE PROCEEDINGS,1P9AeQlZZgg,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=1P9AeQlZZgg
PARLIAMENT OF KENYA- SENATE LIVE PROCEEDINGS,pt4rJw5-mFM,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=pt4rJw5-mFM
PARLIAMENT OF KENYA-SENATE PROCEEDINGS,iX_UOtZSOS4,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=iX_UOtZSOS4
PARLIAMENT OF KENYA-SENATE PROCEEDINGS,XEQPLMEUe7o,2018-07-04T04:29:54Z,https://www.youtube.com/watch?v=XEQPLMEUe7o
PARLIAMENT OF KENYA-SENATE PROCEEDINGS,iX_UOtZSOS4,2018-07-04T04:26:58Z,https://www.youtube.com/watch?v=iX_UOtZSOS4
PARLIAMENT OF KENYA-SENATE PROCEEDINGS,XEQPLMEUe7o,2018-07-04T04:26:58Z,https://www.youtube.com/watch?v=XEQPLMEUe7o
